id	TCGA-DD-AACL_StageI	TCGA-WJ-A86L_StageI	TCGA-EP-A2KC_StageI	TCGA-K7-A5RF_StageI	TCGA-G3-AAUZ_StageI	TCGA-DD-AAD1_StageI	TCGA-BD-A3EP_StageI	TCGA-DD-AAE6_StageI	TCGA-DD-AADJ_StageI	TCGA-DD-AAVZ_StageI	TCGA-2Y-A9GX_StageI	TCGA-DD-A1EG_StageI	TCGA-DD-AAE2_StageI	TCGA-XR-A8TC_StageI	TCGA-FV-A2QR_StageI	TCGA-DD-AAD2_StageI	TCGA-FV-A2QQ_StageI	TCGA-K7-A6G5_StageI	TCGA-DD-A4NN_StageI	TCGA-2Y-A9HB_StageI	TCGA-ED-A7PX_StageII	TCGA-DD-AACH_StageII	TCGA-ZS-A9CD_StageII	TCGA-5R-AA1C_StageII	TCGA-FV-A3I0_StageII	TCGA-ED-A5KG_StageII	TCGA-CC-5258_StageII	TCGA-DD-AAVU_StageII	TCGA-4R-AA8I_StageII	TCGA-KR-A7K7_StageII	TCGA-K7-AAU7_StageII	TCGA-5C-A9VG_StageII	TCGA-UB-A7MA_StageII	TCGA-CC-A9FS_StageII	TCGA-DD-A1EH_StageIII	TCGA-DD-A39W_StageIII	TCGA-CC-A7IE_StageIII	TCGA-BC-4073_StageIII	TCGA-CC-A7IH_StageIII	TCGA-CC-A3MA_StageIII	TCGA-BC-A216_StageIII	TCGA-CC-A7II_StageIII	TCGA-ED-A82E_StageIII	TCGA-LG-A9QD_StageIII	TCGA-DD-A4NE_StageIII	TCGA-G3-A25T_StageIII	TCGA-ED-A7XO_StageIII	TCGA-BW-A5NP_StageIV	TCGA-DD-A119_StageIV	TCGA-DD-A1EK_StageIV
hsa-mir-3064	0.628851	0.345922	0.270297	0.797073	0	0.602674	0.835216	0.242646	0.666729	0.452317	0.600129	0.725289	0.120838	0	0.185667	0.264754	1.08255	0.56946	0.573154	0.254987	0.24128	0	0.197849	0.146524	0.260068	0.680027	0.318987	0	0.213341	0.663201	0.269921	0.259253	0.495922	0.223995	0.155116	0.702939	0.977032	0.294902	0	0.241544	0	0.962228	0.480342	0.244681	0	0.504632	0.228393	0.353079	0.635627	0.533867
hsa-mir-1276	0.863542	1.05925	0	0	0.630583	0.500621	0.667295	0	0.834544	0.634458	0.426427	0.477096	0.120838	0.519798	0.185667	0.488373	0	0	0	0	0	0.124386	0.667165	0	0	0.567288	0.318987	0.555037	0.711476	0.830354	0.269921	0.756174	0	0.417839	0.155116	0	1.38627	0.931461	0	0.12582	0	1.53438	0.211673	0.45382	0.200571	0	0.228393	0.873302	0.244324	0.291489
hsa-mir-4781	0.863542	0	0.497855	0	0.242121	0.500621	0.258255	0	0.834544	0.634458	0.600129	0.606524	0.432386	0.901114	0.497771	0	0	0	0.314855	1.23467	0.125679	0.536274	0.197849	0.617763	0	1.05929	0	0	0.213341	0	0	0.259253	0.269166	1.0056	0.422807	0.323228	0	0.294902	0.653475	0.448387	0	0.396276	0	0.45382	0.533521	0.504632	0.228393	0.873302	0.797553	0.533867
hsa-mir-4699	1.24235	0.624733	0.270297	0	0.449388	0.142356	0.258255	1.30176	0	0.54626	0	0.477096	0.232332	0.519798	0	0	0	0	0	0.471605	0	0.124386	0.667165	1.69816	0	0.567288	0	0.304047	0.563753	1.35403	0	0.669549	0	1.12151	0	0.323228	0.718621	0	1.443	0.12582	0.784409	0.396276	0	0.636444	0	0	0.598924	0	0.453203	0
hsa-mir-5698	0.348422	0	0	0.797073	0	0	0	0.450298	0.258004	0	0.228912	0.177147	0.232332	0.901114	0.350143	0	0.456904	1.2939	0.314855	0.254987	0.628655	2.05365	0.37181	0.146524	0.0919977	0.164058	1.31309	0.160018	0.563753	0	0.141264	0	1.15748	0	0	0	0.403599	0.931461	0	0.541656	1.2897	0.396276	0.396224	0.244681	0.675013	0.143642	0.228393	0	0.797553	0
hsa-mir-523	0	1.99298	0	0	0	0	2.24019	0	3.50826	0	0	2.98628	0.232332	0	0	0	0	0	0	0	0.125679	0.34498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13817	0	0	0.311266	0	0.109715	0	0	0	0.893475	0	0	3.93826
hsa-mir-5581	1.06534	0.624733	1.02168	0	0	0.142356	0.667295	0	0.258004	0	0.426427	0.835018	0.608048	0	0.497771	0.264754	0	0.976683	0.314855	0	0.24128	0.238896	0.197849	1.1908	0.178479	0.31135	1.16174	0.434993	0	0.47411	0.141264	0	0.691832	0.417839	0.54007	0.58713	0.977032	0.294902	1.10159	0	0	0.396276	0	0	0.803859	0.274269	0.425522	0	0	0
hsa-mir-1185-2	1.39999	0	0	0	0	0.271917	0.667295	2.22133	0	0.452317	0	0	0	1.20242	0	0.681938	0	0	0.314855	0	0.125679	0	0	0	0.546872	0	0.801044	0.160018	0	1.65069	0.693522	0.135442	0	0.223995	0.422807	0.461205	0.403599	0.294902	0	0.12582	0	3.47449	0.109715	0	0.200571	0.394043	0.228393	0.873302	0.244324	0
hsa-mir-3136	0.628851	0.345922	0.270297	0.797073	0.449388	0	0	0.242646	0.476793	0.351828	0.228912	0.606524	0.432386	0	0.350143	0.264754	0.456904	0.56946	1.3006	0.254987	0.24128	0.443794	0.527032	0.146524	0.178479	0.973407	0.318987	0	0.563753	1.11582	0.141264	0.135442	0.495922	0	0.422807	0.461205	0.718621	1.09357	0	0.12582	0.311266	0	0.306897	0.636444	0	0.394043	0	0	0.635627	0.291489
hsa-mir-4797	1.24235	0.345922	0	0	0.630583	0.142356	0.258255	0.792974	0	0.452317	0.426427	0.477096	1.09475	0	0	0.264754	0	0	0.573154	0.471605	0.24128	0.536274	0.197849	0.714921	0.178479	0.444987	0	0.304047	0.845468	0.256444	0	0.259253	0.269166	0.223995	0.155116	0.909924	0.718621	0.539634	0	0.241544	0	0.396276	0.480342	0	0.675013	0.504632	0.753704	0.873302	0.244324	0.533867
hsa-mir-515-1	0	1.39274	0	0	0	0	2.29884	0	3.67236	0	0.228912	3.03308	0	0	0	0	0.456904	0	0	0	0.348303	0	0	0	0	0.164058	0	0	0	0	0	0	0	0	0	0.170648	0	1.60465	0	0	0.567148	0	0.211673	0	0.200571	0	1.24625	0	0	3.06846
hsa-mir-519b	0	1.78185	0	0	0	0	1.74518	0	2.8996	0	0	4.05984	0.120838	0	0	0	1.31636	0.56946	0	0	0	0	0	0	0	0	0	0	0.213341	0.256444	0	0	0	0	0	0	0.403599	1.49283	0	0	0	0	0.109715	0	0	0	0.598924	0	0	3.02943
hsa-mir-548k	0.348422	0	0.694361	0.452897	0.936328	0.142356	0	0.242646	0.834544	0.351828	0	0.177147	0.608048	0.901114	0.185667	0	0	0	0.314855	0.254987	0.125679	0.536274	0	0.891568	0.178479	0.444987	0.801044	0	0	0.663201	0.388039	0.259253	0.691832	0.223995	0.54007	0.702939	0.977032	0.539634	0.363425	0.348669	0.567148	0.396276	0.109715	0.45382	0.533521	0.143642	0.598924	0	0.244324	0.291489
hsa-mir-639	0.348422	0	0	0.452897	0.242121	0	0.258255	0.450298	0.258004	0.243813	0.600129	0.334903	0.335824	1.20242	0.350143	0.264754	0.456904	0	0.982252	0.254987	0.125679	0.34498	0	0	0.0919977	1.05929	0.580057	0.304047	0.399159	0.663201	0.141264	0.259253	0.495922	0.417839	1.09431	0.702939	0	0.539634	0.653475	0.711846	0.784409	0.706828	0.109715	0.45382	0	0.143642	0.228393	0.353079	0	0
hsa-mir-4521	0.628851	0	0.694361	0.797073	0	0.500621	0	0.631786	0.258004	0.452317	0.228912	0	0.120838	0	0.350143	0.681938	0	0.976683	0.982252	0	0.44793	0.124386	0.197849	0	0.610473	0.444987	0.580057	0.160018	0	0	0.141264	0.135442	0	0.223995	0.648515	0.461205	0.403599	0	0.653475	0.348669	0	0.396276	0.480342	0.244681	0.675013	0.504632	0.598924	1.07665	0.453203	0.922662
hsa-mir-2276	0.348422	0.345922	0	0	0.449388	0.500621	0.985613	0	0.984857	0.796158	0	0.477096	0.335824	0	0.185667	0	0.456904	0.56946	1.3006	0.254987	0.44793	0.238896	0	0	0.0919977	0.567288	0.801044	1.1197	0.563753	0.47411	0.141264	0	0.269166	0.417839	0.155116	0.323228	0.403599	0.294902	0	0.12582	0	1.36767	0.706745	0.244681	0.37663	0.793132	0	0	0	0.291489
hsa-mir-6844	0.348422	0	0.270297	0	0	0.271917	0.835216	0	0.476793	0.54626	0	0.177147	0.120838	0.519798	0	0.264754	0	0	1.15019	0	0.125679	0	0.667165	0	0.178479	0.680027	0.992634	0.160018	0	2.50303	0.141264	0.135442	0	0.588697	0.155116	0.461205	1.70471	0	0	0.241544	0	2.74199	0	0	0	0.394043	0	0.636513	0.244324	0.291489
hsa-mir-521-1	0	0.345922	0	0	0	0	2.17905	0	2.7813	0	0	3.45011	0.120838	0	0	0	1.31636	0	0	0	0.125679	0	0	0	0	0	0	0	0	0	0	0.135442	0	0	0	0	0	2.92167	0	0	0.784409	0	0.109715	0	0	0	1.02089	0	0	2.72193
hsa-mir-4788	0	0.345922	0.270297	0.452897	0.630583	0	0	0.242646	0	0.243813	0.426427	0.477096	2.88317	1.45155	0.971886	1.00515	0	0.976683	0	0.254987	0.125679	0	0	0	0	0.164058	0	0	0.213341	0	0	0.373273	0	0	0.155116	0	0	0.931461	0.894859	0	0	0	0.109715	1.60081	0.533521	0.394043	0.228393	0	1.07535	0.533867
hsa-mir-3145	1.24235	1.53443	0.270297	0	0.242121	0.390796	0.258255	0	0.834544	0.243813	0	0.177147	0.432386	0.901114	0.497771	0	0	0	0.314855	0.254987	0	0	0.667165	0	0	0.164058	1.16174	0	0	0.256444	0	0.135442	0	1.0056	0.295161	0	1.55426	0	0.363425	0.12582	0	1.17914	0	0	1.13305	0	0.598924	1.25485	0.453203	0
hsa-mir-544a	1.79015	0	0	0	0	0	0	2.48001	0	0.243813	0	0	0	1.45155	0.185667	0	0	0	0.314855	0	0	0	0.197849	0	0.0919977	0	0.992634	0	0	1.89663	0.269921	0.135442	0	0	0.422807	0.170648	0	0	0	0.12582	0.311266	3.95799	0.109715	0	0.200571	0	0	2.58282	0	0
hsa-mir-5003	0.628851	0.624733	0.497855	0	0.449388	0.142356	0	0.450298	1.12098	0.351828	0.426427	0.725289	0.335824	0	0	0	0	0.56946	0.314855	0.659903	0.348303	1.17672	0.197849	0.513587	0	0.164058	1.16174	0	0	0.256444	0	0	0	0.223995	0.54007	0.170648	0.403599	0	0	0.448387	0.567148	0.706828	0.211673	0	0.675013	0.274269	0.598924	0.353079	0.797553	0.741323
hsa-mir-7854	1.54209	0	0	0.452897	0.242121	0.390796	0.258255	0.242646	0.666729	0.351828	0.228912	0	0.232332	0	0.497771	0	0	0	0.982252	0.254987	0.348303	0.124386	0.667165	0.146524	0	0	0.318987	0	0.213341	0.256444	0.388039	0	0	0	0.843643	0.170648	1.38627	0	0	0.62926	0	1.8192	0.559824	0.798527	0.200571	0	0.425522	0.353079	1.07535	0.741323
hsa-mir-6798	0	0	0	0.452897	0.242121	0.271917	0.667295	0.242646	0	0.127051	0	0.334903	0	0	0.497771	0.852577	1.08255	0	0.573154	0.254987	0.348303	0	0.197849	0	0.178479	0	0.992634	0.160018	0.399159	1.35403	0.693522	0.135442	0	0.588697	0.422807	0.461205	0.403599	0.294902	0.363425	0.348669	0.311266	2.35315	0.109715	0	0	0.274269	0	0.636513	0.244324	0.741323
hsa-mir-6808	0.863542	0	0.497855	0	0.791541	0.390796	0.477223	0.242646	0	0.452317	0.228912	0.477096	0.120838	0	0	0	0.456904	0.56946	0.573154	0.254987	0	0.34498	0.37181	0	0	0.444987	0.801044	0	0	1.81922	0.388039	0.135442	0	0	0.155116	1.46357	0	0.294902	0.363425	0.12582	0.311266	1.8192	0	0.244681	0	0.394043	0.425522	0	0.635627	0.533867
hsa-mir-320c-2	0	0	0	0	0.449388	0.142356	0.258255	0.242646	0	0	0.426427	0.477096	1.03449	0	0	0.264754	0	0	0.982252	0.659903	0.24128	0.34498	0	0	0.178479	0.567288	0.318987	0.304047	0.711476	0.47411	0.388039	0.135442	0.691832	0.223995	0.749376	0.461205	0.718621	0.294902	0	0.12582	0.311266	2.05695	0.635154	0.636444	0.37663	0.703227	0	0.873302	0	0
hsa-mir-4791	0.863542	0.345922	0.867283	0	0.449388	0	0	0.242646	0	0.452317	0.600129	0.334903	0	0	0.185667	0.264754	1.69401	0	0.573154	0	0	0	0.527032	0	0.178479	0.567288	0.580057	1.1197	0	0.663201	0	0.373273	0	0.223995	0.295161	0.461205	0.403599	0.931461	0	0.241544	0.311266	0.706828	0.306897	0.944225	0	0.793132	0.228393	0.353079	0.244324	0
hsa-mir-4449	0.628851	0	0.270297	0.452897	0.242121	0.142356	0.835216	0	0.476793	0.127051	0.600129	0	0	0	0	0.488373	0	0	0.314855	0.659903	0.348303	0.124386	0	0.146524	0.671388	0.31135	0.580057	0.304047	0.213341	0.256444	0	0.988625	0	0.741446	0.295161	0.170648	0.403599	1.23928	0	0.12582	0.311266	1.17914	0.480342	0	0	0	2.25509	0.353079	0	0.533867
hsa-mir-1255a	0.628851	1.05925	0	0.797073	0.936328	0.142356	0	0.631786	0	0.243813	0	0.334903	0.764624	0	0.185667	0.264754	0.456904	0	0	0	0.628655	0	0.197849	0.279528	0.480338	0.567288	0	0.304047	0.399159	0.663201	0.497214	0.259253	0	0.223995	0.155116	0	0	0.294902	0	0.12582	0.567148	0	0.706745	0.45382	1.22797	0.274269	0	0.636513	0.797553	0.922662
hsa-mir-7110	1.06534	0.345922	0.867283	0.797073	0	0.271917	0.258255	0.450298	0.476793	0.452317	0	0.477096	0.608048	0.901114	0	0	0.456904	0	0.982252	0	0.24128	0.124386	0.37181	0	0.410585	0.31135	0.992634	0	0	0	0	0.373273	0	0.588697	0	0	0.718621	0.294902	0.363425	0.12582	0.311266	0.396276	0.480342	0	0.37663	0.607344	0.228393	0.353079	0.244324	0.741323
hsa-mir-548o	0.348422	0	0.867283	0	0.449388	0.142356	0.985613	1.30176	0	0.452317	0.600129	0.936986	0.522889	0	0.185667	0.264754	0	0	0.314855	0	0.44793	0.62318	0.197849	0.279528	0	0.31135	0.992634	0.160018	0.213341	0	0.141264	0	0.864291	0.223995	0.295161	0.461205	0.977032	0.294902	0.363425	0.348669	0.311266	0	0	0	0	0.607344	0	0.353079	0.453203	0.741323
hsa-mir-6810	0.628851	0	0.270297	1.07475	0.630583	0.271917	0.258255	0.631786	0	0.54626	0	0.477096	0.232332	0	0.350143	0.681938	0.803381	0	0	0	0.24128	0.443794	0	0.146524	0.337289	0.31135	0	0	0.399159	0.663201	0.388039	0	0	0.223995	0.54007	1.32583	0	0	0.363425	0.348669	0	0.706828	0.306897	0	0.533521	0	0.228393	1.07665	1.19646	0.291489
hsa-mir-3131	0	0.624733	0	0	0.630583	0	0	0.242646	1.35985	0.941549	0	0.334903	0	0	0.185667	0	0.456904	0	0.314855	0	0.125679	0	0	0	0	0	2.74232	0	0.213341	1.11582	0	0	0.691832	0	0.155116	1.46357	1.19611	0	0	0	0.784409	2.35315	0	0.45382	0	0	0.228393	0	0.244324	0
hsa-mir-4802	0.348422	0	0	0	0	0.390796	0.258255	0.242646	0.258004	0.717573	0	0.606524	0.522889	0.901114	0.497771	0.264754	0.456904	0.976683	0.573154	0	0.24128	0.34498	0.912208	0.279528	0.0919977	0.31135	0	0.768764	0	0	0.598704	0	0	1.50974	0.295161	0	0.718621	0	0.894859	0.12582	0.784409	0	0.211673	0.244681	0.200571	0.274269	0	0	0	0.533867
hsa-mir-5091	0.348422	0	0	0.797073	0.936328	0	0	0	0.258004	0	1.02269	0.477096	0.335824	0	0.185667	0.264754	0	0	0.314855	0	0.125679	0.124386	0.197849	0	0.178479	0.973407	1.16174	0	0.711476	0.256444	0.269921	0	0.269166	0.879559	0.54007	0.81014	0	0.748809	1.10159	0.241544	0	0	0.559824	0.244681	0	0.957701	0.425522	0.353079	0.244324	0
