id	TCGA-UB-A7ME_Alive	TCGA-DD-A4NL_Alive	TCGA-DD-A11C_Alive	TCGA-2Y-A9H7_Alive	TCGA-RC-A7S9_Alive	TCGA-G3-AAV2_Alive	TCGA-DD-A1EI_Alive	TCGA-FV-A496_Alive	TCGA-DD-AADL_Alive	TCGA-ZS-A9CF_Alive	TCGA-ZS-A9CFa_Alive	TCGA-RC-A6M3_Alive	TCGA-DD-AACJ_Alive	TCGA-DD-AACG_Dead	TCGA-UB-A7MF_Dead	TCGA-CC-A9FU_Alive	TCGA-DD-A3A4_Dead	TCGA-DD-AAD6_Alive	TCGA-DD-A115_Dead	TCGA-DD-A3A9_Dead	TCGA-DD-A119_Dead
ENSG00000242268.2	0.455639	0.597684	0.175109	0.683862	0.74474	0.223321	0.83542	0.637079	1.01081	0.532361	0.532361	0.505077	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.431264	0.563175	0.480066
ENSG00000270112.3	0.361877	0.175109	0.683862	0.223321	0.25821	0.83542	0.286957	0.313772	0.74474	0.337687	0.337687	1.01081	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684
ENSG00000167578.15	0.431264	0.313772	0.361877	0.408318	0.286957	0.385399	0.455639	0.505077	0.532361	0.223321	0.223321	0.597684	0.480066	1.01081	0.683862	0.637079	0.25821	0.175109	0.337687	0.83542	0.74474
ENSG00000078237.5	0.455639	0.337687	0.74474	0.408318	0.683862	0.286957	0.563175	0.385399	1.01081	0.175109	0.175109	0.83542	0.313772	0.223321	0.505077	0.480066	0.637079	0.25821	0.597684	0.532361	0.431264
ENSG00000146083.10	0.431264	0.25821	0.385399	0.597684	0.337687	0.408318	0.74474	0.286957	0.455639	0.637079	0.637079	0.83542	0.532361	0.313772	0.361877	1.01081	0.175109	0.683862	0.505077	0.563175	0.223321
ENSG00000158486.12	0.83542	0.563175	0.505077	0.286957	0.25821	0.385399	0.408318	1.01081	0.313772	0.480066	0.480066	0.597684	0.223321	0.74474	0.532361	0.637079	0.455639	0.361877	0.683862	0.431264	0.337687
ENSG00000198242.12	6.96695	5.05113	6.24182	6.85322	6.60788	6.26314	6.93631	6.12551	6.13741	6.83271	6.83271	7.4074	8.53024	9.15185	6.58781	7.59925	5.99001	6.66712	6.06108	7.67925	7.1645
ENSG00000259883.1	0.25821	0.563175	0.431264	0.74474	0.408318	0.597684	0.683862	0.480066	0.83542	0.286957	0.286957	0.455639	0.337687	0.637079	0.361877	0.385399	0.223321	0.532361	0.175109	1.01081	0.505077
ENSG00000231981.3	0.683862	0.175109	0.223321	0.25821	0.286957	0.313772	0.83542	0.337687	0.361877	0.385399	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.74474
ENSG00000134108.11	0.505077	0.223321	0.385399	0.532361	0.25821	0.480066	0.83542	0.337687	5.02943	0.637079	0.637079	0.313772	0.361877	0.286957	0.408318	0.597684	0.683862	1.01081	0.455639	0.431264	0.74474
ENSG00000263089.1	0.532361	0.385399	0.597684	0.563175	0.455639	0.223321	0.637079	0.408318	0.83542	1.01081	1.01081	0.25821	0.337687	0.313772	0.431264	0.505077	0.286957	0.480066	0.74474	0.361877	0.175109
ENSG00000172137.17	0.175109	0.223321	0.683862	0.408318	0.431264	0.74474	0.637079	0.313772	0.361877	0.480066	0.480066	1.01081	0.385399	0.337687	0.83542	0.597684	0.286957	0.25821	0.532361	0.563175	0.455639
ENSG00000167700.7	0.455639	0.361877	0.505077	0.480066	0.83542	1.01081	5.39007	0.385399	0.683862	0.408318	0.408318	5.66079	5.59663	5.24185	0.532361	0.597684	0.431264	0.637079	5.96824	0.563175	7.0124
ENSG00000234943.2	0.74474	0.175109	0.223321	0.25821	0.286957	0.313772	0.563175	0.637079	0.683862	1.01081	1.01081	0.337687	0.361877	0.385399	0.408318	0.480066	0.505077	0.83542	0.597684	0.431264	0.455639
ENSG00000240423.1	0.83542	0.175109	0.223321	0.25821	0.74474	0.286957	0.683862	0.313772	0.337687	0.361877	0.361877	0.385399	0.408318	1.01081	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684
ENSG00000060642.9	0.361877	0.563175	0.505077	0.313772	0.25821	0.597684	0.455639	0.532361	0.683862	0.637079	0.637079	0.223321	0.480066	0.408318	0.175109	0.385399	0.74474	0.337687	0.83542	0.286957	0.431264
ENSG00000271616.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000231105.1	0.83542	0.505077	0.480066	0.286957	0.313772	0.597684	0.683862	0.408318	0.431264	0.74474	0.74474	0.455639	0.25821	0.385399	1.01081	0.337687	0.361877	0.223321	0.563175	0.637079	0.175109
ENSG00000182141.8	0.637079	0.361877	0.597684	0.480066	0.175109	0.313772	1.01081	0.431264	0.455639	0.563175	0.563175	0.83542	0.25821	0.385399	0.223321	0.74474	0.337687	0.532361	0.505077	0.408318	0.286957
ENSG00000269416.4	0.480066	0.175109	0.361877	0.223321	0.25821	0.286957	1.01081	0.408318	0.563175	0.597684	0.597684	0.431264	0.337687	0.74474	0.637079	0.683862	0.505077	0.83542	0.455639	0.385399	0.313772
ENSG00000275265.1	0.175109	0.286957	0.431264	0.83542	0.455639	0.385399	0.408318	0.480066	0.505077	0.597684	0.597684	0.563175	0.361877	1.01081	0.337687	0.637079	0.313772	0.683862	0.25821	0.223321	0.532361
ENSG00000185105.4	0.83542	0.175109	0.532361	0.563175	0.683862	0.223321	0.431264	0.25821	0.74474	0.480066	0.480066	0.455639	0.597684	0.505077	0.286957	1.01081	0.313772	0.337687	0.361877	0.637079	0.385399
ENSG00000233540.1	0.455639	0.175109	0.505077	0.563175	0.223321	0.74474	0.25821	0.286957	0.597684	0.313772	0.313772	0.83542	1.01081	0.337687	0.532361	0.361877	0.385399	0.408318	0.683862	0.431264	0.480066
ENSG00000102174.8	0.505077	0.683862	0.313772	0.25821	0.385399	0.337687	0.563175	0.286957	1.01081	0.532361	0.532361	0.637079	0.223321	0.597684	0.74474	0.408318	0.361877	0.175109	0.431264	0.480066	0.455639
ENSG00000271647.1	0.385399	0.175109	0.223321	0.25821	0.286957	0.313772	0.83542	1.01081	0.337687	0.361877	0.361877	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862
ENSG00000166391.13	0.337687	0.74474	0.532361	0.25821	0.385399	0.683862	0.455639	0.637079	0.83542	0.563175	0.563175	0.175109	0.597684	0.313772	0.286957	0.431264	0.361877	0.408318	0.480066	0.223321	0.505077
ENSG00000270469.1	0.455639	0.597684	0.286957	0.337687	0.408318	0.480066	0.74474	0.431264	0.361877	0.532361	0.532361	0.505077	0.683862	0.313772	0.385399	0.83542	0.25821	0.223321	0.175109	0.563175	1.01081
ENSG00000070087.12	0.385399	0.431264	0.505077	0.361877	0.223321	0.286957	0.563175	0.83542	0.597684	0.480066	0.480066	0.683862	1.01081	0.455639	0.25821	0.313772	0.74474	0.175109	0.637079	0.532361	0.408318
ENSG00000262950.1	0.337687	1.01081	0.597684	0.74474	0.175109	0.223321	0.683862	0.25821	0.286957	0.313772	0.313772	0.361877	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.637079
ENSG00000255420.1	0.385399	0.175109	0.83542	0.223321	1.01081	0.25821	0.286957	0.313772	0.337687	0.361877	0.361877	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862
ENSG00000280038.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000266261.1	0.223321	0.597684	0.361877	0.385399	0.637079	0.431264	0.175109	0.532361	0.683862	0.480066	0.480066	0.563175	0.455639	1.01081	0.505077	0.408318	0.25821	0.83542	0.337687	0.74474	0.286957
ENSG00000153561.11	0.480066	0.337687	0.532361	0.597684	0.431264	0.505077	0.683862	0.637079	0.83542	1.01081	1.01081	0.385399	0.175109	0.408318	0.25821	0.563175	0.313772	0.455639	0.361877	0.223321	0.286957
ENSG00000269148.1	0.505077	0.480066	0.532361	0.408318	0.637079	0.455639	0.361877	0.563175	0.431264	0.683862	0.683862	1.01081	0.337687	0.175109	0.597684	0.74474	0.25821	0.385399	0.313772	0.286957	0.223321
ENSG00000273406.1	1.01081	0.175109	0.683862	0.74474	0.83542	0.223321	0.25821	0.286957	0.313772	0.337687	0.337687	0.361877	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684
ENSG00000179262.8	0.563175	0.505077	5.2502	0.637079	0.83542	0.683862	0.480066	0.597684	5.12492	5.85318	5.85318	5.67135	5.31832	0.455639	5.46566	5.24622	1.01081	0.74474	5.55175	5.85724	0.532361
ENSG00000214198.6	0.25821	0.455639	0.637079	0.337687	0.74474	0.683862	0.563175	0.408318	0.597684	0.83542	0.83542	0.532361	0.223321	0.361877	0.313772	0.431264	0.480066	0.175109	0.505077	0.286957	0.385399
ENSG00000278099.1	0.597684	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	1.01081	0.83542	0.431264	0.455639	0.683862	0.480066	0.505077	0.532361	0.563175	0.637079
ENSG00000166368.2	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000206072.11	0.385399	0.175109	0.223321	0.74474	0.25821	0.286957	0.313772	0.337687	0.361877	0.637079	0.637079	1.01081	0.408318	0.431264	0.455639	0.83542	0.480066	0.505077	0.532361	0.683862	0.563175
ENSG00000234900.1	0.385399	0.175109	0.223321	0.25821	0.286957	0.313772	0.637079	0.337687	0.361877	0.74474	0.74474	0.408318	0.431264	0.455639	0.683862	0.480066	0.505077	0.532361	0.83542	0.563175	1.01081
ENSG00000258630.1	0.83542	0.286957	0.505077	0.480066	0.597684	0.175109	0.25821	0.74474	0.563175	1.01081	1.01081	0.385399	0.431264	0.683862	0.337687	0.408318	0.223321	0.361877	0.455639	0.313772	0.532361
ENSG00000127511.8	0.532361	0.337687	0.563175	0.480066	0.505077	0.597684	0.385399	0.361877	0.455639	0.683862	0.683862	1.01081	0.286957	0.175109	0.431264	0.74474	0.25821	0.83542	0.408318	0.313772	0.223321
ENSG00000225269.2	0.74474	0.175109	0.223321	0.25821	1.01081	0.286957	0.83542	0.313772	0.683862	0.337687	0.337687	0.361877	0.385399	0.408318	0.431264	0.637079	0.455639	0.480066	0.505077	0.532361	0.563175
ENSG00000214062.5	0.74474	0.175109	0.223321	0.683862	0.25821	0.286957	0.313772	1.01081	0.337687	0.83542	0.83542	0.361877	0.385399	0.408318	0.637079	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175
ENSG00000095587.8	0.597684	0.385399	0.223321	0.637079	0.361877	0.431264	0.505077	0.480066	0.408318	0.313772	0.313772	1.01081	0.563175	0.683862	0.74474	0.455639	0.286957	0.25821	0.175109	0.83542	0.532361
ENSG00000230100.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.83542	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	1.01081
ENSG00000064601.15	5.96623	5.00432	5.19826	5.08276	0.83542	5.16123	5.85014	1.01081	5.98053	0.683862	0.683862	5.04261	5.85677	5.15327	5.00568	5.78383	5.12322	5.98179	5.63165	5.93435	5.64809
ENSG00000227766.1	0.385399	0.505077	0.83542	0.597684	1.01081	0.637079	0.361877	0.74474	0.223321	0.480066	0.480066	0.532361	0.337687	0.408318	6.26399	0.563175	0.431264	0.286957	0.313772	0.455639	0.25821
ENSG00000008517.15	6.10812	6.71068	6.58492	0.74474	5.90895	5.52062	6.599	0.83542	5.46634	5.84375	5.84375	6.47795	7.29931	7.45216	8.91201	0.683862	1.01081	6.72336	6.23833	5.22351	8.67267
ENSG00000215246.5	0.532361	0.637079	0.480066	0.337687	0.361877	0.431264	0.74474	1.01081	0.455639	0.385399	0.385399	0.683862	0.313772	0.286957	0.83542	0.25821	0.223321	0.175109	0.505077	0.563175	0.597684
ENSG00000266644.1	0.408318	0.175109	0.480066	0.683862	0.223321	0.505077	0.455639	0.83542	0.25821	0.74474	0.74474	0.637079	0.286957	0.563175	0.313772	0.337687	0.361877	0.597684	0.385399	0.532361	0.431264
ENSG00000236893.1	0.175109	0.455639	0.597684	0.313772	0.337687	0.431264	0.563175	0.408318	0.361877	0.637079	0.637079	0.532361	0.385399	0.480066	0.74474	0.683862	1.01081	0.286957	0.25821	0.223321	0.505077
ENSG00000088179.7	0.313772	0.431264	1.01081	0.337687	0.385399	0.480066	0.563175	0.455639	0.74474	0.83542	0.83542	0.532361	0.25821	0.361877	0.286957	0.637079	0.408318	0.505077	0.597684	0.223321	0.175109
ENSG00000070081.14	0.313772	0.385399	0.532361	0.597684	1.01081	0.480066	0.431264	0.683862	0.408318	0.563175	0.563175	0.637079	0.337687	0.361877	0.83542	0.175109	0.74474	0.25821	0.455639	0.223321	0.286957
ENSG00000275479.1	0.563175	0.175109	0.25821	0.313772	0.455639	0.408318	0.480066	0.532361	0.431264	0.505077	0.505077	0.74474	1.01081	0.683862	0.337687	0.597684	0.223321	0.637079	0.286957	0.385399	0.83542
ENSG00000166634.5	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000261789.1	0.313772	0.683862	0.563175	0.223321	0.361877	0.175109	0.83542	0.25821	0.286957	1.01081	1.01081	0.337687	0.532361	0.385399	0.597684	0.408318	0.637079	0.431264	0.455639	0.480066	0.505077
ENSG00000254092.1	0.505077	0.83542	0.637079	0.175109	0.223321	0.25821	0.597684	0.286957	0.313772	0.337687	0.337687	0.385399	0.563175	0.408318	0.431264	0.683862	0.455639	0.480066	0.74474	1.01081	0.532361
ENSG00000197421.8	0.480066	1.01081	0.597684	0.637079	0.25821	0.313772	0.74474	0.563175	0.361877	0.385399	0.385399	0.83542	0.408318	0.337687	0.683862	0.455639	0.431264	0.286957	0.532361	0.223321	0.175109
ENSG00000161558.9	0.361877	0.563175	0.597684	0.532361	0.175109	0.83542	0.313772	0.74474	0.223321	0.431264	0.431264	0.286957	0.408318	0.683862	0.480066	1.01081	0.455639	0.25821	0.505077	0.637079	0.337687
ENSG00000276644.3	0.597684	0.637079	0.83542	0.175109	0.223321	0.480066	1.01081	0.337687	0.25821	0.532361	0.532361	0.313772	0.455639	0.385399	0.505077	0.431264	0.286957	0.361877	0.683862	0.74474	0.563175
ENSG00000260900.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000278732.1	0.408318	0.175109	0.223321	0.25821	0.286957	0.313772	0.83542	0.337687	0.361877	0.385399	0.385399	1.01081	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862
ENSG00000196167.8	0.563175	0.361877	0.223321	0.83542	1.01081	0.25821	0.505077	0.597684	0.532361	0.385399	0.385399	0.683862	0.286957	0.408318	0.74474	0.480066	0.175109	0.313772	0.431264	0.637079	0.455639
ENSG00000264438.2	0.683862	1.01081	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.83542	0.361877	0.361877	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.74474
ENSG00000204113.6	0.408318	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.83542	0.361877	0.385399	0.385399	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	1.01081
ENSG00000254131.1	0.683862	1.01081	0.175109	0.223321	0.25821	0.286957	0.313772	0.74474	0.637079	0.83542	0.83542	0.361877	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684
ENSG00000118972.1	0.408318	0.175109	0.223321	0.25821	0.286957	0.313772	0.83542	0.337687	0.361877	0.385399	0.385399	1.01081	0.637079	0.431264	0.683862	0.455639	0.480066	0.505077	0.532361	0.563175	0.74474
ENSG00000264104.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000179833.4	0.337687	0.361877	0.597684	0.431264	0.385399	0.313772	0.563175	0.408318	0.505077	0.83542	0.83542	0.286957	0.25821	0.532361	0.637079	0.74474	0.175109	0.683862	0.455639	0.480066	0.223321
ENSG00000064225.11	0.223321	0.563175	0.74474	0.313772	0.637079	0.683862	0.455639	0.408318	0.505077	0.83542	0.83542	0.25821	0.480066	0.286957	0.175109	0.361877	0.532361	0.385399	0.597684	0.431264	0.337687
ENSG00000267108.1	0.337687	0.175109	0.637079	0.223321	0.683862	0.25821	0.597684	0.74474	0.286957	0.313772	0.313772	1.01081	0.563175	0.361877	0.385399	0.408318	0.431264	0.83542	0.455639	0.480066	0.505077
ENSG00000057294.12	0.83542	0.505077	0.597684	0.480066	0.408318	0.223321	0.74474	0.637079	1.01081	0.532361	0.532361	0.431264	0.361877	0.286957	0.175109	0.455639	0.313772	0.337687	0.683862	0.385399	0.25821
ENSG00000227535.2	0.385399	0.175109	0.74474	0.223321	0.83542	0.25821	0.286957	0.313772	0.337687	0.361877	0.361877	0.408318	0.431264	0.455639	0.480066	1.01081	0.505077	0.532361	0.563175	0.597684	0.637079
ENSG00000273055.1	0.431264	0.408318	0.480066	0.597684	0.455639	0.286957	0.683862	0.223321	0.83542	0.385399	0.385399	1.01081	0.337687	0.74474	0.532361	0.175109	0.361877	0.637079	0.505077	0.563175	0.25821
ENSG00000242041.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000167768.4	0.480066	0.175109	0.597684	0.563175	0.223321	0.683862	0.431264	0.455639	0.25821	0.637079	0.637079	0.286957	0.313772	0.532361	0.83542	0.74474	0.337687	0.361877	0.385399	1.01081	0.408318
ENSG00000280159.1	0.408318	0.563175	0.597684	0.505077	0.74474	0.431264	0.385399	0.83542	0.532361	0.455639	0.455639	0.637079	0.223321	0.25821	1.01081	0.286957	0.313772	0.683862	0.480066	0.337687	0.361877
ENSG00000235240.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000275358.1	0.597684	0.505077	0.223321	0.480066	0.74474	0.313772	0.431264	0.683862	0.385399	0.408318	0.408318	0.361877	1.01081	0.337687	0.455639	0.637079	0.286957	0.563175	0.25821	0.83542	0.175109
ENSG00000218358.2	0.223321	0.361877	0.683862	0.637079	0.563175	0.25821	0.408318	0.286957	0.597684	0.431264	0.431264	1.01081	0.337687	0.313772	0.532361	0.83542	0.505077	0.74474	0.385399	0.455639	0.175109
ENSG00000264091.1	0.431264	0.175109	0.74474	1.01081	0.223321	0.25821	0.83542	0.480066	0.637079	0.286957	0.286957	0.563175	0.683862	0.313772	0.337687	0.505077	0.532361	0.361877	0.385399	0.408318	0.455639
ENSG00000238921.2	0.408318	0.175109	0.223321	0.25821	0.286957	1.01081	0.313772	0.337687	0.361877	0.385399	0.385399	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474
ENSG00000269349.1	0.455639	0.597684	0.532361	0.25821	0.313772	0.175109	0.505077	0.223321	0.563175	1.01081	1.01081	0.286957	0.480066	0.337687	0.361877	0.83542	0.385399	0.408318	0.637079	0.431264	0.683862
ENSG00000200291.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000233614.6	0.337687	1.01081	0.223321	0.385399	0.175109	0.683862	0.83542	0.25821	0.286957	0.313772	0.313772	0.361877	0.637079	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684
ENSG00000022567.8	0.83542	0.337687	0.532361	0.683862	0.455639	0.361877	0.74474	1.01081	0.313772	0.408318	0.408318	0.563175	0.223321	0.385399	0.480066	0.175109	0.25821	0.286957	0.431264	0.637079	0.597684
ENSG00000120662.14	0.597684	0.480066	0.337687	0.505077	0.361877	0.385399	0.408318	0.683862	0.431264	0.83542	0.83542	0.74474	0.532361	0.286957	0.313772	0.455639	0.563175	1.01081	0.223321	0.175109	0.25821
ENSG00000235523.1	0.385399	0.480066	0.175109	0.223321	0.83542	0.337687	0.408318	0.313772	0.455639	0.505077	0.505077	1.01081	0.286957	0.431264	0.74474	0.25821	0.597684	0.563175	0.683862	0.361877	0.532361
ENSG00000249848.1	0.408318	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.83542	0.361877	0.385399	0.385399	1.01081	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862
ENSG00000230225.1	0.408318	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.83542	0.361877	0.385399	0.385399	0.431264	0.455639	0.480066	1.01081	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862
ENSG00000272905.1	0.532361	0.480066	0.175109	0.25821	1.01081	0.361877	0.408318	0.597684	0.563175	0.431264	0.431264	0.74474	0.385399	0.683862	0.637079	0.337687	0.223321	0.83542	0.313772	0.455639	0.286957
ENSG00000260812.1	0.74474	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.431264	0.455639	0.83542	0.480066	0.683862	0.505077	0.532361	1.01081	0.563175	0.597684
ENSG00000225630.1	6.01329	7.40533	7.80526	6.15821	7.52462	6.45859	6.47073	0.683862	10.7445	10.4376	10.4376	7.94223	7.12076	0.74474	1.01081	7.53807	8.26681	9.19583	7.51216	0.83542	9.90909
ENSG00000230231.1	0.431264	0.175109	0.74474	0.223321	0.480066	0.563175	0.25821	0.505077	0.532361	0.286957	0.286957	0.313772	0.637079	0.337687	0.83542	0.361877	0.385399	1.01081	0.597684	0.408318	0.455639
ENSG00000164283.11	0.25821	0.455639	1.01081	0.637079	0.431264	0.563175	0.223321	0.361877	0.532361	0.74474	0.74474	0.505077	0.408318	0.683862	0.83542	0.597684	0.337687	0.286957	0.480066	0.313772	0.385399
ENSG00000227489.1	0.361877	0.175109	0.223321	0.25821	1.01081	0.286957	0.313772	0.74474	0.83542	0.337687	0.337687	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079
ENSG00000013392.7	0.83542	0.313772	0.480066	0.286957	0.408318	0.597684	0.505077	0.683862	0.431264	0.361877	0.361877	1.01081	0.637079	0.532361	0.74474	0.563175	0.337687	0.25821	0.385399	0.455639	0.223321
ENSG00000258279.2	0.597684	0.175109	0.223321	0.25821	0.286957	0.313772	0.563175	0.337687	0.361877	0.74474	0.74474	0.83542	0.385399	0.408318	1.01081	0.431264	0.455639	0.480066	0.505077	0.637079	0.532361
ENSG00000226688.5	0.361877	0.313772	0.683862	0.563175	0.337687	0.25821	0.597684	0.431264	0.637079	1.01081	1.01081	0.480066	0.286957	0.223321	0.505077	0.74474	0.408318	0.385399	0.532361	0.455639	0.175109
ENSG00000250929.2	0.385399	0.175109	0.223321	0.25821	1.01081	0.286957	0.313772	0.83542	0.337687	0.361877	0.361877	0.408318	0.431264	0.74474	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079
ENSG00000204581.2	0.563175	0.175109	0.683862	0.455639	0.385399	0.505077	0.337687	0.74474	0.637079	0.597684	0.597684	0.286957	0.313772	0.83542	0.361877	0.480066	0.408318	0.25821	0.223321	0.532361	0.431264
ENSG00000258477.1	0.83542	0.25821	0.223321	0.431264	0.74474	0.337687	0.361877	0.505077	0.385399	0.175109	0.175109	1.01081	0.563175	0.597684	0.683862	0.637079	0.532361	0.408318	0.313772	0.455639	0.480066
ENSG00000184178.14	0.385399	0.25821	0.455639	0.505077	0.563175	0.74474	0.597684	0.637079	0.175109	0.532361	0.532361	1.01081	0.361877	0.408318	0.480066	0.83542	0.431264	0.683862	0.313772	0.223321	0.286957
ENSG00000237786.1	0.361877	0.175109	0.683862	0.223321	0.25821	0.286957	0.637079	0.313772	0.597684	0.337687	0.337687	0.83542	0.385399	0.408318	0.532361	0.563175	1.01081	0.74474	0.431264	0.455639	0.480066
ENSG00000166913.11	5.64523	0.597684	5.70131	0.74474	0.83542	0.683862	5.51187	5.53851	5.18984	5.16224	5.16224	5.06489	1.01081	5.44526	5.21572	5.92029	5.21655	0.637079	5.67668	6.01448	5.29114
ENSG00000164112.11	0.683862	0.431264	1.01081	0.175109	0.361877	0.25821	0.597684	0.286957	0.563175	0.83542	0.83542	0.637079	0.337687	0.313772	0.532361	0.505077	0.408318	0.223321	0.480066	0.74474	0.385399
ENSG00000259345.4	0.637079	0.431264	0.175109	0.223321	0.385399	0.597684	1.01081	0.455639	0.505077	0.480066	0.480066	0.313772	0.361877	0.683862	0.337687	0.83542	0.286957	0.74474	0.532361	0.563175	0.408318
ENSG00000130204.11	0.480066	0.313772	0.361877	0.431264	0.532361	0.385399	0.683862	0.563175	0.505077	0.286957	0.286957	1.01081	0.83542	5.49273	0.74474	5.94512	0.337687	0.637079	0.408318	0.597684	0.455639
ENSG00000280387.1	0.637079	0.175109	0.597684	0.455639	0.480066	0.223321	0.25821	1.01081	0.286957	0.683862	0.683862	0.83542	0.313772	0.337687	0.361877	0.74474	0.385399	0.408318	0.563175	0.505077	0.431264
ENSG00000189099.10	0.385399	0.83542	0.408318	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.361877	0.683862	0.431264	0.455639	0.480066	0.505077	0.532361	0.74474	0.563175	0.597684	0.637079
ENSG00000232879.2	0.505077	0.175109	0.83542	0.597684	0.637079	0.223321	0.25821	0.286957	0.313772	0.683862	0.683862	1.01081	0.337687	0.361877	0.563175	0.385399	0.408318	0.431264	0.455639	0.480066	0.532361
ENSG00000111863.11	0.74474	0.408318	0.431264	0.337687	0.480066	0.175109	0.455639	0.563175	0.532361	1.01081	1.01081	0.505077	0.597684	0.637079	0.385399	0.25821	0.223321	0.313772	0.683862	0.361877	0.286957
ENSG00000164182.9	0.313772	0.25821	0.337687	0.563175	0.637079	0.223321	0.361877	0.408318	0.480066	0.286957	0.286957	1.01081	0.74474	0.83542	0.532361	0.505077	0.455639	0.597684	0.385399	0.431264	0.683862
ENSG00000109618.10	0.25821	0.637079	0.74474	0.408318	0.337687	0.455639	0.505077	0.683862	1.01081	0.83542	0.83542	0.361877	0.385399	0.313772	0.286957	0.175109	0.563175	0.431264	0.597684	0.480066	0.223321
ENSG00000271623.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
