id	TCGA-UB-A7ME_Alive	TCGA-DD-A4NL_Alive	TCGA-DD-A11C_Alive	TCGA-2Y-A9H7_Alive	TCGA-RC-A7S9_Alive	TCGA-G3-AAV2_Alive	TCGA-DD-A1EI_Alive	TCGA-FV-A496_Alive	TCGA-DD-AADL_Alive	TCGA-ZS-A9CF_Alive	TCGA-ZS-A9CFa_Alive	TCGA-RC-A6M3_Alive	TCGA-DD-AACJ_Alive	TCGA-DD-AACG_Dead	TCGA-UB-A7MF_Dead	TCGA-CC-A9FU_Alive	TCGA-DD-A3A4_Dead	TCGA-DD-AAD6_Alive	TCGA-DD-A115_Dead	TCGA-DD-A3A9_Dead	TCGA-DD-A119_Dead
ENSG00000061794.11	5.31859	0.455639	0.563175	5.25166	0.637079	0.74474	5.53052	0.480066	5.08491	0.83542	0.83542	5.55358	1.01081	5.03152	0.597684	5.04484	5.36773	5.07522	0.532361	5.47057	0.683862
ENSG00000239568.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	1.01081	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474
ENSG00000271852.1	0.683862	0.175109	0.83542	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.385399	0.408318	0.431264	0.74474	0.455639	0.637079	0.480066	1.01081	0.505077	0.532361	0.563175
ENSG00000180044.4	0.455639	0.480066	0.385399	0.431264	0.361877	0.223321	0.74474	0.83542	0.637079	0.683862	0.683862	0.597684	0.175109	0.563175	0.337687	0.286957	0.25821	0.313772	1.01081	0.505077	0.408318
ENSG00000232110.6	0.74474	0.431264	0.175109	0.223321	0.455639	0.637079	0.683862	0.337687	0.563175	0.532361	0.532361	0.408318	0.313772	0.505077	1.01081	0.361877	0.286957	0.25821	0.597684	0.480066	0.385399
ENSG00000239545.3	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000174233.10	0.480066	0.286957	0.408318	0.83542	0.505077	0.385399	1.01081	0.361877	0.74474	0.683862	0.683862	0.563175	0.337687	0.223321	0.597684	0.637079	0.25821	0.313772	0.455639	0.431264	0.175109
ENSG00000279839.1	0.563175	0.83542	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.385399	0.683862	0.431264	0.455639	0.637079	0.480066	0.505077	0.532361	0.74474	1.01081	0.597684
ENSG00000116353.14	0.480066	0.361877	0.683862	0.313772	0.455639	0.563175	0.431264	0.337687	1.01081	0.385399	0.385399	0.505077	0.223321	0.83542	0.25821	0.637079	0.408318	0.175109	0.74474	0.532361	0.597684
ENSG00000107282.6	0.563175	0.480066	0.74474	0.408318	0.286957	0.337687	0.532361	0.505077	0.683862	1.01081	1.01081	0.223321	0.455639	0.361877	0.597684	0.25821	0.431264	0.313772	0.637079	0.175109	0.385399
ENSG00000100084.13	0.431264	0.361877	0.175109	0.337687	0.480066	0.637079	0.385399	0.505077	0.408318	1.01081	1.01081	0.532361	0.597684	0.455639	0.683862	0.83542	0.223321	0.313772	0.25821	0.74474	0.286957
ENSG00000126603.7	0.480066	0.455639	0.313772	0.408318	0.361877	0.286957	0.563175	0.74474	0.597684	0.532361	0.532361	0.431264	0.175109	0.223321	0.83542	0.683862	0.25821	0.385399	0.637079	0.505077	0.337687
ENSG00000201388.1	0.637079	0.683862	0.175109	0.223321	0.83542	0.25821	0.74474	0.597684	0.286957	1.01081	1.01081	0.337687	0.563175	0.361877	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361
ENSG00000163320.9	0.408318	0.286957	0.74474	0.532361	0.597684	0.223321	0.637079	0.563175	0.683862	0.83542	0.83542	0.431264	0.175109	0.385399	0.480066	0.505077	0.25821	0.337687	0.455639	0.361877	0.313772
ENSG00000230709.1	0.74474	0.175109	0.532361	0.223321	0.683862	0.25821	0.286957	0.313772	0.337687	0.83542	0.83542	0.563175	0.505077	0.637079	1.01081	0.361877	0.385399	0.408318	0.431264	0.455639	0.480066
ENSG00000171564.10	9.8033	12.7338	12.6525	11.8729	11.6837	10.3152	10.1511	10.4617	9.35375	11.6897	11.6897	11.5228	10.8925	9.95718	11.3186	10.3367	11.8257	11.1176	11.8081	9.98775	11.2705
ENSG00000251453.1	0.637079	0.175109	0.223321	0.25821	0.74474	0.286957	0.313772	0.337687	0.361877	0.385399	0.385399	0.408318	0.431264	0.455639	0.480066	1.01081	0.505077	0.532361	0.563175	0.597684	0.683862
ENSG00000243480.6	0.337687	0.175109	1.01081	0.597684	0.83542	0.223321	0.25821	0.286957	0.313772	0.683862	0.683862	0.361877	0.385399	0.74474	0.563175	0.408318	0.431264	0.455639	0.480066	0.505077	0.637079
ENSG00000235411.1	1.01081	0.74474	0.313772	0.25821	0.361877	0.532361	0.286957	0.455639	0.637079	0.83542	0.83542	0.385399	0.408318	0.480066	0.337687	0.563175	0.597684	0.223321	0.431264	0.683862	0.175109
ENSG00000272123.1	0.175109	0.563175	0.361877	0.313772	0.532361	0.74474	0.597684	0.337687	0.683862	0.286957	0.286957	1.01081	0.408318	0.83542	0.223321	0.455639	0.385399	0.505077	0.637079	0.431264	0.480066
ENSG00000266044.1	0.385399	0.175109	0.223321	0.83542	0.25821	0.286957	0.313772	0.337687	0.361877	1.01081	1.01081	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862
ENSG00000267892.1	0.637079	0.337687	0.313772	0.455639	0.683862	0.532361	0.223321	0.480066	0.431264	0.361877	0.361877	0.408318	0.83542	1.01081	0.505077	0.286957	0.175109	0.597684	0.25821	0.74474	0.385399
ENSG00000206178.2	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000280667.1	0.637079	0.175109	0.597684	0.223321	0.25821	0.683862	0.286957	0.83542	0.313772	1.01081	1.01081	0.74474	0.337687	0.361877	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361
ENSG00000231561.2	1.01081	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474
ENSG00000277385.1	0.408318	0.175109	0.223321	0.25821	0.286957	0.313772	0.683862	0.337687	0.361877	0.385399	0.385399	0.431264	1.01081	0.455639	0.74474	0.83542	0.480066	0.505077	0.532361	0.563175	0.597684
ENSG00000197568.12	0.223321	0.431264	0.408318	0.25821	0.385399	0.683862	0.361877	0.480066	0.637079	0.337687	0.337687	0.532361	0.83542	0.74474	0.313772	0.563175	1.01081	0.505077	0.286957	0.175109	0.455639
ENSG00000237721.1	0.431264	0.83542	0.563175	0.175109	0.480066	0.25821	0.286957	0.683862	0.361877	0.637079	0.637079	1.01081	0.385399	0.337687	0.455639	0.408318	0.313772	0.532361	0.597684	0.223321	0.505077
ENSG00000151287.15	0.597684	0.408318	0.313772	0.223321	5.19905	0.74474	0.361877	0.563175	0.83542	0.532361	0.532361	0.455639	0.25821	0.431264	1.01081	0.683862	0.480066	0.385399	0.337687	0.286957	0.505077
ENSG00000277135.1	0.175109	0.683862	0.223321	0.313772	0.74474	0.455639	0.532361	0.408318	0.563175	0.385399	0.385399	0.83542	0.361877	0.337687	0.637079	0.431264	0.286957	0.25821	0.480066	1.01081	0.597684
ENSG00000117425.12	0.683862	0.455639	0.480066	0.286957	0.563175	0.385399	0.83542	0.25821	0.223321	0.505077	0.505077	1.01081	0.431264	0.408318	0.637079	0.597684	0.313772	0.361877	0.337687	0.532361	0.175109
ENSG00000234838.3	0.637079	0.175109	0.223321	0.25821	0.286957	1.01081	0.532361	0.597684	0.83542	0.74474	0.74474	0.313772	0.505077	0.337687	0.563175	0.361877	0.385399	0.408318	0.431264	0.455639	0.683862
ENSG00000239677.5	0.408318	0.175109	0.223321	0.25821	0.286957	0.313772	1.01081	0.337687	0.361877	0.385399	0.385399	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474
ENSG00000112782.14	0.563175	0.683862	0.83542	0.337687	0.223321	0.532361	0.597684	0.408318	0.455639	0.637079	0.637079	0.361877	0.25821	0.286957	1.01081	0.313772	0.505077	0.175109	0.480066	0.74474	0.431264
ENSG00000279038.1	0.385399	0.597684	0.455639	0.25821	0.286957	0.313772	0.74474	0.361877	0.480066	0.532361	0.532361	0.83542	0.223321	0.431264	0.337687	0.683862	0.175109	1.01081	0.408318	0.563175	0.505077
ENSG00000104112.7	0.408318	0.597684	0.337687	0.385399	0.74474	0.175109	0.455639	0.25821	0.563175	0.286957	0.286957	0.83542	0.313772	0.683862	1.01081	0.480066	0.223321	0.532361	0.505077	0.637079	0.431264
ENSG00000122687.16	0.83542	0.175109	0.385399	0.505077	0.431264	0.361877	0.532361	0.455639	0.637079	0.597684	0.597684	0.74474	0.286957	0.313772	0.683862	1.01081	0.25821	0.408318	0.480066	0.563175	0.223321
ENSG00000131462.6	0.337687	0.175109	0.480066	0.408318	0.683862	0.286957	0.597684	0.313772	0.563175	0.637079	0.637079	0.455639	0.74474	0.361877	0.532361	0.83542	0.25821	1.01081	0.505077	0.431264	0.223321
ENSG00000255959.1	0.313772	0.175109	0.597684	0.223321	0.25821	0.83542	0.563175	0.637079	1.01081	0.286957	0.286957	0.337687	0.361877	0.385399	0.408318	0.74474	0.683862	0.431264	0.455639	0.480066	0.505077
ENSG00000145014.16	0.532361	0.313772	0.480066	0.74474	0.563175	0.361877	0.683862	0.223321	0.408318	0.431264	0.431264	0.83542	0.455639	0.505077	0.597684	1.01081	0.175109	0.337687	0.286957	0.637079	0.25821
ENSG00000105248.14	0.480066	0.223321	0.505077	0.431264	0.532361	0.74474	0.25821	0.313772	0.385399	0.637079	0.637079	0.408318	0.83542	0.337687	0.361877	0.455639	0.286957	0.175109	0.597684	1.01081	0.683862
ENSG00000230960.1	0.175109	0.74474	0.286957	0.361877	1.01081	0.385399	0.431264	0.532361	0.505077	0.480066	0.480066	0.597684	0.408318	0.637079	0.83542	0.337687	0.313772	0.683862	0.25821	0.223321	0.563175
ENSG00000260418.1	0.286957	0.337687	0.455639	0.175109	0.683862	0.597684	0.563175	0.313772	0.431264	0.385399	0.385399	1.01081	0.83542	0.74474	0.637079	0.25821	0.223321	0.532361	0.505077	0.361877	0.408318
ENSG00000168522.11	0.83542	0.361877	0.286957	0.385399	0.532361	0.683862	1.01081	0.408318	0.74474	0.597684	0.597684	0.637079	0.313772	0.223321	0.431264	0.337687	0.480066	0.563175	0.25821	0.455639	0.175109
ENSG00000163714.16	0.385399	0.286957	0.532361	0.480066	0.408318	0.25821	0.637079	0.431264	0.505077	1.01081	1.01081	0.74474	0.337687	0.563175	0.455639	0.683862	0.175109	0.597684	0.361877	0.223321	0.313772
ENSG00000240990.8	0.361877	0.175109	0.223321	0.597684	0.83542	0.455639	0.25821	0.286957	0.505077	0.683862	0.683862	1.01081	0.408318	0.431264	0.74474	0.480066	0.313772	0.337687	0.563175	0.637079	0.385399
ENSG00000243636.1	0.175109	0.455639	0.223321	0.361877	0.385399	1.01081	0.286957	0.532361	0.313772	0.83542	0.83542	0.683862	0.505077	0.74474	0.637079	0.597684	0.408318	0.25821	0.480066	0.431264	0.563175
ENSG00000174325.4	0.408318	0.175109	1.01081	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.385399	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474
ENSG00000161955.15	0.480066	0.597684	0.563175	0.455639	0.505077	0.408318	0.431264	0.361877	0.532361	0.683862	0.683862	0.74474	0.313772	0.223321	0.83542	0.337687	1.01081	0.175109	0.385399	0.286957	0.25821
ENSG00000106683.13	0.597684	0.286957	0.313772	0.532361	0.480066	0.505077	0.683862	0.385399	0.637079	0.175109	0.175109	1.01081	0.337687	0.408318	0.74474	0.83542	0.361877	0.431264	0.455639	0.563175	0.223321
ENSG00000227960.1	0.408318	0.175109	0.83542	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.385399	0.431264	0.455639	1.01081	0.480066	0.74474	0.505077	0.532361	0.563175	0.597684	0.637079
ENSG00000258162.2	0.597684	0.175109	1.01081	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.385399	0.83542	0.408318	0.431264	0.455639	0.683862	0.480066	0.505077	0.532361	0.563175	0.637079
ENSG00000257368.2	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.83542	1.01081	0.532361	0.563175	0.597684	0.637079	0.683862
ENSG00000262660.1	0.505077	0.532361	0.175109	0.223321	0.431264	0.313772	0.637079	0.455639	0.480066	0.408318	0.408318	0.361877	1.01081	0.337687	0.74474	0.286957	0.25821	0.83542	0.563175	0.683862	0.597684
ENSG00000188215.8	0.637079	0.505077	0.597684	0.286957	0.361877	0.337687	0.563175	0.431264	0.480066	0.83542	0.83542	1.01081	0.175109	0.683862	0.25821	0.385399	0.408318	0.74474	0.455639	0.313772	0.223321
ENSG00000253385.1	0.597684	0.83542	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.385399	1.01081	0.431264	0.455639	0.480066	0.505077	0.683862	0.532361	0.563175	0.74474	0.637079
ENSG00000261650.1	0.563175	0.175109	0.637079	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.74474	0.74474	0.385399	0.408318	0.431264	0.455639	0.480066	0.83542	0.505077	1.01081	0.532361	0.597684
ENSG00000178789.7	0.480066	0.286957	0.385399	0.637079	0.83542	0.408318	0.683862	0.313772	0.74474	1.01081	1.01081	0.563175	0.223321	0.431264	0.361877	0.337687	0.175109	0.25821	0.597684	0.532361	0.455639
ENSG00000278995.1	0.505077	0.597684	0.455639	0.83542	0.223321	0.563175	0.313772	0.480066	0.431264	0.408318	0.408318	0.361877	0.637079	0.337687	0.683862	0.286957	0.25821	1.01081	0.175109	0.74474	0.532361
ENSG00000204538.3	1.01081	0.175109	0.223321	0.83542	0.25821	0.683862	0.286957	0.313772	0.337687	0.361877	0.361877	0.385399	0.408318	0.431264	0.637079	0.455639	0.480066	0.505077	0.74474	0.532361	0.563175
ENSG00000263176.1	0.83542	0.175109	0.74474	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	1.01081
ENSG00000232463.1	0.83542	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.74474	0.361877	0.385399	0.385399	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	1.01081	0.637079
ENSG00000224799.1	0.597684	0.175109	0.337687	0.505077	0.532361	0.408318	0.223321	0.683862	0.563175	0.455639	0.455639	0.637079	0.480066	0.25821	0.361877	0.385399	0.431264	0.286957	0.74474	0.83542	0.313772
ENSG00000278023.3	0.637079	0.286957	0.25821	0.223321	0.455639	0.337687	0.431264	0.480066	0.505077	0.74474	0.74474	0.313772	0.408318	0.83542	0.361877	0.597684	0.175109	0.563175	1.01081	0.385399	0.532361
ENSG00000257715.1	0.408318	0.175109	0.480066	0.385399	0.563175	0.25821	0.455639	0.313772	0.532361	1.01081	1.01081	0.286957	0.337687	0.431264	0.361877	0.597684	0.83542	0.223321	0.637079	0.683862	0.505077
ENSG00000278110.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000240863.3	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000215039.5	0.532361	0.361877	0.505077	0.683862	0.337687	0.455639	0.83542	0.408318	0.74474	0.313772	0.313772	0.563175	0.431264	0.25821	1.01081	0.223321	0.175109	0.385399	0.286957	0.597684	0.637079
ENSG00000233261.2	0.505077	0.683862	0.175109	0.431264	0.455639	0.597684	0.223321	1.01081	0.563175	0.25821	0.25821	0.637079	0.313772	0.74474	0.83542	0.480066	0.337687	0.361877	0.532361	0.385399	0.408318
ENSG00000257738.2	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000100142.13	0.480066	0.337687	0.361877	0.175109	0.286957	0.532361	0.563175	0.74474	0.385399	0.637079	0.637079	0.83542	0.25821	0.683862	0.505077	0.455639	0.313772	0.223321	0.431264	1.01081	0.408318
ENSG00000176022.4	0.563175	0.223321	0.175109	1.01081	0.25821	0.597684	0.480066	0.313772	0.532361	0.408318	0.408318	0.505077	0.361877	0.74474	0.337687	0.83542	0.455639	0.286957	0.431264	0.683862	0.637079
ENSG00000176024.15	0.74474	0.286957	0.480066	0.455639	0.505077	0.385399	0.532361	0.597684	0.563175	0.683862	0.683862	0.175109	0.25821	0.83542	0.408318	1.01081	0.337687	0.313772	0.361877	0.637079	0.223321
ENSG00000100288.18	0.683862	0.223321	0.337687	0.480066	0.597684	0.385399	0.455639	0.361877	0.431264	0.313772	0.313772	0.83542	0.25821	1.01081	0.532361	0.74474	0.175109	0.637079	0.286957	0.563175	0.505077
ENSG00000174775.15	0.385399	0.175109	0.313772	0.431264	0.480066	0.361877	0.532361	0.286957	0.408318	0.25821	0.25821	0.74474	0.683862	1.01081	0.505077	0.83542	0.223321	0.455639	0.597684	0.563175	0.637079
ENSG00000274541.1	1.01081	0.175109	0.683862	0.223321	0.25821	0.286957	0.313772	0.337687	0.74474	0.361877	0.361877	0.385399	0.408318	0.431264	0.455639	0.83542	0.480066	0.505077	0.532361	0.563175	0.597684
ENSG00000162892.14	1.01081	0.480066	0.505077	0.385399	0.637079	0.313772	0.361877	0.25821	0.337687	0.597684	0.597684	0.683862	0.286957	0.532361	0.83542	0.455639	0.223321	0.175109	0.408318	0.74474	0.431264
ENSG00000172538.6	0.532361	0.74474	0.597684	0.637079	0.505077	0.175109	0.223321	0.25821	0.286957	0.313772	0.313772	1.01081	0.563175	0.361877	0.83542	0.385399	0.408318	0.431264	0.455639	0.480066	0.683862
ENSG00000251418.2	0.313772	0.637079	0.480066	0.505077	0.361877	0.175109	0.223321	0.25821	0.286957	0.563175	0.563175	0.337687	0.455639	0.385399	0.74474	0.532361	1.01081	0.408318	0.431264	0.597684	0.83542
ENSG00000238721.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000269425.1	0.25821	0.480066	1.01081	0.532361	0.505077	0.431264	0.313772	0.337687	0.637079	0.683862	0.683862	0.175109	0.223321	0.408318	0.563175	0.74474	0.286957	0.385399	0.83542	0.455639	0.361877
ENSG00000230721.1	0.637079	0.337687	0.223321	0.361877	0.532361	0.683862	0.313772	0.455639	0.385399	0.480066	0.480066	0.83542	0.563175	1.01081	0.431264	0.74474	0.25821	0.597684	0.175109	0.505077	0.408318
ENSG00000196358.9	0.83542	0.532361	0.431264	0.175109	0.563175	0.286957	0.683862	0.223321	0.385399	0.480066	0.480066	0.637079	0.361877	0.455639	1.01081	0.597684	0.25821	0.408318	0.337687	0.74474	0.505077
ENSG00000176054.6	0.361877	0.455639	0.597684	0.563175	0.431264	0.223321	0.385399	0.683862	0.83542	1.01081	1.01081	0.637079	0.480066	0.337687	0.74474	0.408318	0.313772	0.286957	0.532361	0.25821	0.175109
ENSG00000227173.1	0.683862	1.01081	0.480066	0.563175	0.175109	0.223321	0.532361	0.597684	0.25821	0.286957	0.286957	0.337687	0.505077	0.361877	0.385399	0.637079	0.408318	0.431264	0.455639	0.83542	0.74474
ENSG00000280102.2	0.683862	0.175109	0.223321	0.25821	0.637079	0.286957	0.313772	0.337687	0.361877	0.385399	0.385399	0.408318	0.431264	0.455639	0.480066	0.83542	0.505077	1.01081	0.74474	0.532361	0.563175
ENSG00000237979.1	0.505077	0.175109	0.223321	0.83542	0.25821	0.532361	0.597684	0.455639	1.01081	0.286957	0.286957	0.313772	0.337687	0.361877	0.385399	0.480066	0.563175	0.408318	0.683862	0.74474	0.431264
ENSG00000113595.13	0.286957	0.361877	0.637079	0.431264	0.337687	0.408318	0.74474	0.480066	0.683862	1.01081	1.01081	0.223321	0.597684	0.532361	0.175109	0.385399	0.563175	0.505077	0.313772	0.25821	0.455639
ENSG00000172915.17	0.431264	0.532361	0.563175	0.337687	0.175109	0.286957	1.01081	0.597684	0.683862	0.408318	0.408318	0.83542	0.385399	0.223321	0.25821	0.74474	0.455639	0.637079	0.505077	0.480066	0.313772
ENSG00000185753.11	0.74474	0.408318	0.361877	0.286957	0.25821	0.431264	0.83542	0.313772	0.337687	0.597684	0.597684	0.683862	0.223321	0.480066	1.01081	0.175109	0.385399	0.637079	0.563175	0.505077	0.455639
ENSG00000101182.13	6.66552	5.77026	6.99929	5.259	5.96822	6.17308	6.20557	6.34361	5.99473	6.23973	6.23973	6.23294	6.41898	6.70055	6.70804	7.08156	6.33954	5.65742	6.0708	7.0321	6.72173
ENSG00000280570.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000163832.14	0.313772	0.223321	0.480066	0.683862	0.408318	1.01081	0.532361	0.175109	0.74474	0.637079	0.637079	0.431264	0.337687	0.385399	0.455639	0.361877	0.25821	0.83542	0.563175	0.505077	0.597684
ENSG00000218521.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000204316.11	0.385399	0.313772	0.337687	0.532361	0.408318	0.637079	0.361877	0.597684	0.25821	1.01081	1.01081	0.563175	0.74474	0.223321	0.455639	0.83542	0.480066	0.286957	0.505077	0.431264	0.175109
ENSG00000281749.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.683862	0.74474	0.83542
ENSG00000113593.10	0.313772	0.337687	0.455639	0.74474	0.480066	0.361877	0.532361	0.431264	0.637079	0.83542	0.83542	0.597684	0.408318	0.385399	0.563175	1.01081	0.25821	0.505077	0.223321	0.286957	0.175109
ENSG00000183914.13	0.83542	0.637079	0.74474	0.431264	0.25821	0.385399	1.01081	0.313772	0.532361	0.563175	0.563175	0.286957	0.223321	0.361877	0.175109	0.480066	0.408318	0.337687	0.683862	0.597684	0.455639
ENSG00000201912.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	1.01081	0.563175	0.597684	0.637079	0.683862	0.74474
ENSG00000135472.7	0.597684	0.563175	0.505077	0.175109	0.683862	0.223321	1.01081	0.431264	0.313772	0.532361	0.532361	0.408318	0.337687	0.286957	0.83542	0.361877	0.25821	0.455639	0.74474	0.637079	0.385399
ENSG00000269936.3	1.01081	0.74474	0.597684	0.175109	0.25821	0.408318	0.683862	0.563175	0.637079	0.532361	0.532361	0.480066	0.385399	0.286957	0.505077	0.455639	0.223321	0.431264	0.313772	0.83542	0.361877
ENSG00000107771.14	0.455639	0.408318	0.505077	0.361877	0.532361	0.563175	0.83542	0.175109	0.637079	1.01081	1.01081	0.223321	0.337687	0.313772	0.480066	0.683862	0.286957	0.385399	0.25821	0.74474	0.431264
ENSG00000267532.3	0.532361	0.505077	0.455639	0.361877	0.74474	0.597684	0.637079	0.83542	0.385399	0.408318	0.408318	0.480066	0.25821	0.223321	0.431264	0.286957	0.175109	0.337687	0.683862	1.01081	0.563175
ENSG00000213189.5	0.683862	0.563175	0.408318	0.455639	0.337687	0.286957	0.431264	0.597684	0.532361	0.505077	0.505077	0.74474	0.637079	0.313772	0.385399	0.83542	1.01081	0.361877	0.480066	0.175109	0.25821
ENSG00000272572.1	0.385399	0.223321	0.597684	0.532361	0.337687	0.505077	0.683862	0.313772	0.408318	1.01081	1.01081	0.431264	0.563175	0.74474	0.361877	0.83542	0.175109	0.480066	0.286957	0.455639	0.25821
ENSG00000271560.1	1.01081	0.175109	0.223321	0.637079	0.25821	0.286957	0.313772	0.337687	0.683862	0.361877	0.361877	0.74474	0.385399	0.83542	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175
ENSG00000260308.1	0.431264	0.175109	0.223321	0.25821	0.286957	0.313772	0.337687	0.361877	0.385399	0.408318	0.408318	0.455639	0.480066	0.505077	0.532361	1.01081	0.563175	0.597684	0.637079	0.683862	0.74474
ENSG00000049323.14	0.505077	0.385399	0.683862	0.431264	0.313772	0.337687	1.01081	0.563175	0.455639	0.532361	0.532361	0.637079	0.175109	0.361877	0.74474	0.223321	0.286957	0.25821	0.83542	0.597684	0.480066
ENSG00000249992.1	0.361877	0.385399	0.563175	0.597684	0.455639	0.431264	0.532361	0.286957	0.223321	0.337687	0.337687	1.01081	0.175109	0.683862	0.480066	0.25821	0.83542	0.637079	0.408318	0.74474	0.505077
ENSG00000168454.11	0.83542	0.175109	0.480066	0.505077	0.223321	0.25821	0.286957	0.532361	0.313772	0.563175	0.563175	1.01081	0.455639	0.337687	0.683862	0.74474	0.361877	0.385399	0.408318	0.597684	0.431264
ENSG00000164935.5	0.385399	0.505077	0.313772	0.337687	0.361877	0.74474	0.83542	0.597684	0.563175	0.286957	0.286957	0.408318	0.532361	1.01081	0.480066	0.25821	0.223321	0.637079	0.683862	0.175109	0.455639
ENSG00000116128.8	0.505077	0.337687	0.408318	0.83542	0.563175	0.25821	0.597684	0.532361	0.74474	0.455639	0.455639	0.286957	0.480066	0.385399	0.637079	1.01081	0.223321	0.313772	0.431264	0.683862	0.175109
ENSG00000176160.8	1.01081	0.408318	0.223321	0.25821	0.455639	0.361877	0.313772	0.637079	0.683862	0.505077	0.505077	0.385399	0.563175	0.597684	0.532361	0.337687	0.286957	0.480066	0.431264	0.74474	0.175109
ENSG00000176584.14	0.408318	0.175109	0.223321	0.25821	0.286957	0.313772	0.74474	0.337687	0.361877	0.385399	0.385399	0.431264	0.455639	0.480066	0.83542	1.01081	0.505077	0.532361	0.563175	0.597684	0.637079
ENSG00000279251.1	0.683862	1.01081	0.175109	0.223321	0.25821	0.286957	0.313772	0.83542	0.337687	0.361877	0.361877	0.408318	0.431264	0.455639	0.480066	0.505077	0.532361	0.563175	0.597684	0.637079	0.74474
ENSG00000231233.1	0.532361	0.431264	0.337687	0.361877	0.175109	0.408318	0.563175	0.385399	0.505077	0.223321	0.223321	1.01081	0.313772	0.480066	0.597684	0.83542	0.286957	0.25821	0.455639	0.637079	0.683862
ENSG00000275216.1	0.83542	0.175109	0.223321	0.25821	0.637079	0.286957	0.313772	0.683862	0.337687	0.361877	0.361877	1.01081	0.385399	0.408318	0.431264	0.74474	0.455639	0.480066	0.505077	0.532361	0.563175
